admin_unit_code,sub_unit_code,site_name,plot_name,location_type,year,date,start_time,end_time,observer,visit,interval_length,id_method,distance,flyover_observed,sex,common_name,scientific_name,acceptedtsn,npstaxoncode,aou_code,pif_watchlist_status,regional_stewardship_status,temperature,humidity,sky,wind,disturbance,initial_three_min_cnt,habitat_type,taxoncode,previously_obs
Anti,,,Anti-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,,Inbu,False,True,16.2000007629395,90.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,94257.0,False
Anti,,,Anti-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,2.5 - 5 Min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,,Amcr,False,False,16.2000007629395,90.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,87106.0,False
Anti,,,Anti-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,7.5 - 10 Min,Calling,50 - 100 Meters,False,Undetermined,Brown-Headed Cowbird,Molothrus Ater,179112.0,,Bhco,False,False,16.2000007629395,90.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,94215.0,False
Anti,,,Anti-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,7.5 - 10 Min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus Virens,178359.0,,Eawp,False,True,16.2000007629395,90.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,85846.0,False
Anti,,,Anti-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,5 - 7.5 Min,Calling,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile Carolinensis,554383.0,,Cach,False,True,16.2000007629395,90.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,265876.0,False
Anti,,,Anti-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,5 - 7.5 Min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida Macroura,177125.0,,Modo,False,False,16.2000007629395,90.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,82737.0,False
Anti,,,Anti-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella Pusilla,179443.0,,Fisp,False,True,16.2000007629395,90.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,84790.0,False
Anti,,,Anti-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella Pusilla,179443.0,,Fisp,False,True,16.2000007629395,90.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,84790.0,False
Anti,,,Anti-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Male,Northern Cardinal,Cardinalis Cardinalis,179124.0,,Noca,False,False,16.2000007629395,90.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,94228.0,False
Anti,,,Anti-0107,Grassland,2018,2018-05-24,07:47:00,07:57:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,,Carw,False,False,16.2000007629395,90.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,88350.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella Passerina,179435.0,,Chsp,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,84781.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,,Noca,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,94228.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus Savannarum,179333.0,,Grsp,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,83867.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,House Wren,Troglodytes Aedon,178541.0,,Howr,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,88306.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella Pusilla,179443.0,,Fisp,False,True,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,84790.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,,Carw,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,88350.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Male,American Redstart,Setophaga Ruticilla,178979.0,,Amre,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,True,Grassland,92746.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,2.5 - 5 Min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis Tristis,179236.0,,Amgo,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,95286.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Male,Warbling Vireo,Vireo Gilvus,179023.0,,Wavi,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,93589.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,,Carw,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,88350.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,,Inbu,False,True,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,94257.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,2.5 - 5 Min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,,Amcr,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,87106.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,5 - 7.5 Min,Singing,50 - 100 Meters,False,Undetermined,Baltimore Oriole,Icterus Galbula,179083.0,,Baor,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,93655.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,5 - 7.5 Min,Calling,50 - 100 Meters,False,Undetermined,Brown-Headed Cowbird,Molothrus Ater,179112.0,,Bhco,False,False,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,94215.0,False
Anti,,,Anti-0128,Grassland,2018,2018-05-24,08:40:00,08:50:00,Kimberly Serno,1,5 - 7.5 Min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella Pusilla,179443.0,,Fisp,False,True,22.7999992370605,76.0,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,Slight Effect On Count,False,Grassland,84790.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,5 - 7.5 Min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,,Carw,False,False,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,88350.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,,Noca,False,False,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,94228.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,2.5 - 5 Min,Calling,50 - 100 Meters,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,,Rbwo,False,False,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,84865.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,,Noca,False,False,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Grassland,94228.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus Virens,178359.0,,Eawp,False,True,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Grassland,85846.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Male,Eastern Towhee,Pipilo Erythrophthalmus,179276.0,,Eato,False,True,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Grassland,83803.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella Pusilla,179443.0,,Fisp,False,True,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Grassland,84790.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,2.5 - 5 Min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus Savannarum,179333.0,,Grsp,False,False,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,83867.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,5 - 7.5 Min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus Savannarum,179333.0,,Grsp,False,False,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,83867.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,7.5 - 10 Min,Singing,50 - 100 Meters,False,Undetermined,Acadian Flycatcher,Empidonax Virescens,178339.0,,Acfl,False,True,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,85824.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,7.5 - 10 Min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,,Amcr,False,False,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,87106.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,,Inbu,False,True,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Grassland,94257.0,False
Anti,,,Anti-0118,Grassland,2018,2018-05-24,08:24:00,08:34:00,Kimberly Serno,1,2.5 - 5 Min,Visualization,50 - 100 Meters,True,Undetermined,Cedar Waxwing,Bombycilla Cedrorum,178532.0,,Cedw,False,False,22.3999996185303,80.6999969482422,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,88296.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,2.5 - 5 Min,Calling,50 - 100 Meters,False,Undetermined,Brown-Headed Cowbird,Molothrus Ater,179112.0,,Bhco,False,False,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Grassland,94215.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella Pusilla,179443.0,,Fisp,False,True,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Grassland,84790.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,5 - 7.5 Min,Visualization,<= 50 Meters,False,Male,Brown-Headed Cowbird,Molothrus Ater,179112.0,,Bhco,False,False,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Grassland,94215.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo Erythrophthalmus,179276.0,,Eato,False,True,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Grassland,83803.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,,Noca,False,False,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Grassland,94228.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,,Inbu,False,True,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Grassland,94257.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Eastern Bluebird,Sialia Sialis,179801.0,,Eabl,False,False,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Grassland,87184.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,2.5 - 5 Min,Singing,<= 50 Meters,False,Male,Chipping Sparrow,Spizella Passerina,179435.0,,Chsp,False,False,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Grassland,84781.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,2.5 - 5 Min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella Pusilla,179443.0,,Fisp,False,True,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Grassland,84790.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,7.5 - 10 Min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis Tristis,179236.0,,Amgo,False,False,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Grassland,95286.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,7.5 - 10 Min,Singing,<= 50 Meters,False,Male,Orchard Oriole,Icterus Spurius,179064.0,,Oror,False,False,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Grassland,93634.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,5 - 7.5 Min,Visualization,<= 50 Meters,False,Female,Brown-Headed Cowbird,Molothrus Ater,179112.0,,Bhco,False,False,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Grassland,94215.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,7.5 - 10 Min,Visualization,<= 50 Meters,False,Female,Blue Grosbeak,Guiraca Caerulea,179145.0,,Blgr,False,True,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Grassland,94251.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,7.5 - 10 Min,Visualization,<= 50 Meters,False,Male,Blue Grosbeak,Guiraca Caerulea,179145.0,,Blgr,False,True,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Grassland,94251.0,False
Anti,,,Anti-0137,Grassland,2018,2018-05-24,09:12:00,09:22:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus Savannarum,179333.0,,Grsp,False,False,30.2999992370605,43.0,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Grassland,83867.0,False
Anti,,,Anti-0138,Grassland,2018,2018-05-24,08:57:00,09:07:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus Savannarum,179333.0,,Grsp,False,False,29.3999996185303,53.2000007629395,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,Slight Effect On Count,True,Grassland,83867.0,False
Anti,,,Anti-0138,Grassland,2018,2018-05-24,08:57:00,09:07:00,Kimberly Serno,1,7.5 - 10 Min,Singing,<= 50 Meters,False,Male,Brown-Headed Cowbird,Molothrus Ater,179112.0,,Bhco,False,False,29.3999996185303,53.2000007629395,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,Slight Effect On Count,False,Grassland,94215.0,False
Anti,,,Anti-0138,Grassland,2018,2018-05-24,08:57:00,09:07:00,Kimberly Serno,1,0-2.5 Min,Calling,<= 50 Meters,False,Undetermined,Blue-Gray Gnatcatcher,Polioptila Caerulea,179853.0,,Bggn,False,False,29.3999996185303,53.2000007629395,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,Slight Effect On Count,True,Grassland,88038.0,False
Anti,,,Anti-0138,Grassland,2018,2018-05-24,08:57:00,09:07:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo Erythrophthalmus,179276.0,,Eato,False,True,29.3999996185303,53.2000007629395,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,Slight Effect On Count,True,Grassland,83803.0,False
Anti,,,Anti-0138,Grassland,2018,2018-05-24,08:57:00,09:07:00,Kimberly Serno,1,2.5 - 5 Min,Singing,<= 50 Meters,False,Male,Orchard Oriole,Icterus Spurius,179064.0,,Oror,False,False,29.3999996185303,53.2000007629395,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,Slight Effect On Count,False,Grassland,93634.0,False
Anti,,,Anti-0138,Grassland,2018,2018-05-24,08:57:00,09:07:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina Cyanea,179150.0,,Inbu,False,True,29.3999996185303,53.2000007629395,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,Slight Effect On Count,True,Grassland,94257.0,False
Anti,,,Anti-0138,Grassland,2018,2018-05-24,08:57:00,09:07:00,Kimberly Serno,1,5 - 7.5 Min,Calling,<= 50 Meters,False,Undetermined,Brown-Headed Cowbird,Molothrus Ater,179112.0,,Bhco,False,False,29.3999996185303,53.2000007629395,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,Slight Effect On Count,False,Grassland,94215.0,False
Anti,,,Anti-0138,Grassland,2018,2018-05-24,08:57:00,09:07:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,,Noca,False,False,29.3999996185303,53.2000007629395,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,Slight Effect On Count,True,Grassland,94228.0,False
Anti,,,Anti-0138,Grassland,2018,2018-05-24,08:57:00,09:07:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella Pusilla,179443.0,,Fisp,False,True,29.3999996185303,53.2000007629395,Clear Or Few Clouds,Light Air Movement (1-3 Mph) Smoke Drifts,Slight Effect On Count,True,Grassland,84790.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella Pusilla,179443.0,,Fisp,False,True,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,84790.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,,Etti,False,False,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Grassland,266957.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,7.5 - 10 Min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,,Noca,False,False,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,94228.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,,Noca,False,False,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Grassland,94228.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus Savannarum,179333.0,,Grsp,False,False,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Grassland,83867.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,7.5 - 10 Min,Singing,50 - 100 Meters,False,Undetermined,House Wren,Troglodytes Aedon,178541.0,,Howr,False,False,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,88306.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Male,Eastern Wood-Pewee,Contopus Virens,178359.0,,Eawp,False,True,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Grassland,85846.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,2.5 - 5 Min,Visualization,<= 50 Meters,False,Undetermined,Eastern Kingbird,Tyrannus Tyrannus,178279.0,,Eaki,False,False,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,85757.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella Passerina,179435.0,,Chsp,False,False,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,84781.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,2.5 - 5 Min,Visualization,50 - 100 Meters,False,Male,Brown-Headed Cowbird,Molothrus Ater,179112.0,,Bhco,False,False,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,94215.0,False
Anti,,,Anti-0127,Grassland,2018,2018-05-24,09:28:00,09:38:00,Kimberly Serno,1,2.5 - 5 Min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,,Carw,False,False,28.8999996185303,56.5,Clear Or Few Clouds,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Grassland,88350.0,False
